index,fitness,size,has_meta
0,0.721500,562,1
1,0.706300,303,1
2,0.706300,131,1
3,0.706300,228,1
4,0.706300,213,1
5,0.706300,384,1
6,0.706300,379,1
7,0.706300,226,1
8,0.709100,426,1
9,0.716000,346,1
10,0.706300,172,1
11,0.706300,108,1
12,0.706300,177,1
13,0.706300,386,1
14,0.706300,210,1
15,0.706300,227,1
16,0.706300,228,1
17,0.716000,339,1
18,0.706300,168,1
19,0.706300,380,1
20,0.709100,434,1
21,0.709100,421,1
22,0.706300,288,1
23,0.706300,239,1
24,0.706300,380,1
25,0.706300,373,1
26,0.706300,303,1
27,0.706300,344,1
28,0.716000,344,1
29,0.706300,570,1
30,0.706300,218,1
31,0.706300,172,1
32,0.706300,219,1
33,0.706300,226,1
34,0.706300,218,1
35,0.706300,248,1
36,0.716000,341,1
37,0.706300,365,1
38,0.706300,379,1
39,0.706300,380,1
40,0.706300,351,1
41,0.706300,225,1
42,0.721500,562,1
43,0.706300,216,1
44,0.706300,376,1
45,0.706300,332,1
46,0.706300,213,1
47,0.706300,383,1
48,0.721500,558,1
49,0.709100,437,1
50,0.704100,340,1
51,0.706300,327,1
52,0.706300,228,1
53,0.716000,341,1
54,0.706300,239,1
55,0.706300,349,1
56,0.706300,167,1
57,0.706300,347,1
58,0.709100,422,1
59,0.706300,383,1
60,0.706300,216,1
61,0.716000,339,1
62,0.706300,248,1
63,0.706300,303,1
64,0.706300,224,1
65,0.706300,163,1
66,0.706300,218,1
67,0.716000,341,1
68,0.706300,309,1
69,0.709400,202,1
70,0.706300,163,1
71,0.706300,303,1
72,0.706300,308,1
73,0.721500,563,1
74,0.706300,202,1
75,0.706300,380,1
76,0.706300,112,1
77,0.706300,434,1
78,0.709100,421,1
79,0.706300,382,1
80,0.716000,339,1
81,0.716000,334,1
82,0.706300,384,1
83,0.706300,218,1
84,0.716000,338,1
85,0.706300,237,1
86,0.706300,213,1
87,0.706300,228,1
88,0.706300,380,1
89,0.706300,563,1
90,0.709100,421,1
91,0.706300,379,1
92,0.706300,434,1
93,0.709100,433,1
94,0.706300,237,1
95,0.706300,223,1
96,0.706300,385,1
97,0.706300,409,1
98,0.706300,224,1
99,0.706300,365,1
