index,fitness,size,has_meta
0,0.721500,562,1
1,0.706300,317,1
2,0.706300,385,1
3,0.706300,343,1
4,0.706300,230,1
5,0.706300,244,1
6,0.706300,369,1
7,0.706300,222,1
8,0.706300,343,1
9,0.706300,395,1
10,0.706300,577,1
11,0.706300,243,1
12,0.721500,557,1
13,0.706300,738,1
14,0.706300,395,1
15,0.706300,212,1
16,0.706300,362,1
17,0.706300,571,1
18,0.706300,395,1
19,0.706300,393,1
20,0.706300,393,1
21,0.709100,716,1
22,0.706300,733,1
23,0.706300,234,1
24,0.709100,430,1
25,0.706300,348,1
26,0.706300,367,1
27,0.709100,500,1
28,0.706300,230,1
29,0.706300,382,1
30,0.709100,430,1
31,0.721500,566,1
32,0.706300,347,1
33,0.706300,391,1
34,0.706300,390,1
35,0.721500,564,1
36,0.706300,414,1
37,0.709100,414,1
38,0.706300,376,1
39,0.716000,497,1
40,0.706300,350,1
41,0.706300,331,1
42,0.709100,434,1
43,0.709100,434,1
44,0.706300,394,1
45,0.706300,392,1
46,0.706300,216,1
47,0.706300,390,1
48,0.706300,385,1
49,0.706300,391,1
50,0.706300,399,1
51,0.706300,359,1
52,0.706300,385,1
53,0.711600,232,1
54,0.716000,551,1
55,0.706300,395,1
56,0.709100,416,1
57,0.706300,376,1
58,0.706300,570,1
59,0.706300,388,1
60,0.706300,369,1
61,0.706300,373,1
62,0.706300,373,1
63,0.706300,232,1
64,0.721500,558,1
65,0.709100,615,1
66,0.721500,562,1
67,0.706300,230,1
68,0.706300,348,1
69,0.706300,329,1
70,0.706300,372,1
71,0.709100,414,1
72,0.721500,563,1
73,0.709100,499,1
74,0.706300,574,1
75,0.706300,376,1
76,0.706300,577,1
77,0.706300,368,1
78,0.706300,218,1
79,0.706300,404,1
80,0.709100,500,1
81,0.706300,338,1
82,0.706300,729,1
83,0.706300,738,1
84,0.706300,372,1
85,0.709100,499,1
86,0.706300,223,1
87,0.706300,371,1
88,0.709100,421,1
89,0.711600,208,1
90,0.706300,208,1
91,0.706300,713,1
92,0.706300,196,1
93,0.721500,563,1
94,0.721500,563,1
95,0.721500,562,1
96,0.706300,449,1
97,0.706300,331,1
98,0.706300,390,1
99,0.716000,488,1
