index,fitness,size,has_meta
0,0.716000,339,1
1,0.706300,227,1
2,0.706300,225,1
3,0.709400,182,1
4,0.709400,175,1
5,0.706300,182,1
6,0.706300,202,1
7,0.706300,174,1
8,0.706300,169,1
9,0.706300,166,1
10,0.709100,437,1
11,0.706300,125,1
12,0.709400,160,1
13,0.706300,297,1
14,0.706300,347,1
15,0.711600,155,1
16,0.716000,338,1
17,0.706300,236,1
18,0.706300,212,1
19,0.706300,171,1
20,0.706300,232,1
21,0.716000,307,1
22,0.704700,207,1
23,0.711600,288,1
24,0.716000,443,1
25,0.706300,181,1
26,0.709400,156,1
27,0.716000,337,1
28,0.711600,283,1
29,0.706300,178,1
30,0.706300,297,1
31,0.706300,180,1
32,0.706300,298,1
33,0.716000,307,1
34,0.706300,297,1
35,0.706300,216,1
36,0.706300,175,1
37,0.706300,210,1
38,0.711600,412,1
39,0.706300,205,1
40,0.706300,205,1
41,0.706300,205,1
42,0.706300,166,1
43,0.709400,160,1
44,0.706300,175,1
45,0.706300,297,1
46,0.706300,152,1
47,0.706300,298,1
48,0.706300,125,1
49,0.711600,489,1
50,0.706300,182,1
51,0.709400,175,1
52,0.706300,189,1
53,0.709400,163,1
54,0.706300,133,1
55,0.711600,292,1
56,0.711600,279,1
57,0.716000,342,1
58,0.706300,368,1
59,0.706300,298,1
60,0.706300,232,1
61,0.716000,307,1
62,0.711600,161,1
63,0.706300,189,1
64,0.706300,236,1
65,0.706300,189,1
66,0.706300,298,1
67,0.706300,171,1
68,0.716000,339,1
69,0.706300,295,1
70,0.706300,166,1
71,0.706300,298,1
72,0.706300,180,1
73,0.706300,439,1
74,0.706300,205,1
75,0.711600,489,1
76,0.706300,169,1
77,0.706300,304,1
78,0.706300,166,1
79,0.706300,169,1
80,0.706300,217,1
81,0.711600,489,1
82,0.706300,236,1
83,0.706300,303,1
84,0.706300,297,1
85,0.706300,209,1
86,0.706300,180,1
87,0.711600,283,1
88,0.709400,175,1
89,0.709100,437,1
90,0.706300,371,1
91,0.706300,216,1
92,0.706300,180,1
93,0.706300,297,1
94,0.706300,175,1
95,0.706300,295,1
96,0.716000,428,1
97,0.711600,535,1
98,0.706300,380,1
99,0.706300,174,1
