index,fitness,size,has_meta
0,0.709400,111,1
1,0.705200,108,1
2,0.671200,80,1
3,0.671300,79,1
4,0.701900,79,1
5,0.672900,101,1
6,0.672900,96,1
7,0.671200,84,1
8,0.677700,249,1
9,0.674700,81,1
10,0.673100,101,1
11,0.699500,53,1
12,0.674700,123,1
13,0.671200,78,1
14,0.706300,184,1
15,0.674700,83,1
16,0.709400,127,1
17,0.699500,53,1
18,0.674700,134,1
19,0.674700,134,1
20,0.672500,173,1
21,0.677500,85,1
22,0.670300,110,1
23,0.669400,51,1
24,0.674700,127,1
25,0.674700,83,1
26,0.671300,79,1
27,0.702500,83,1
28,0.702500,82,1
29,0.701900,100,1
30,0.672500,171,1
31,0.674700,81,1
32,0.709400,111,1
33,0.674700,228,1
34,0.674700,221,1
35,0.673100,101,1
36,0.672900,51,1
37,0.676200,65,1
38,0.671300,55,1
39,0.677500,88,1
40,0.674700,196,1
41,0.672500,171,1
42,0.668200,72,1
43,0.671200,60,1
44,0.674700,196,1
45,0.677500,85,1
46,0.673100,120,1
47,0.707600,53,1
48,0.671200,78,1
49,0.702500,113,1
50,0.320200,100,1
51,0.672900,54,1
52,0.674700,78,1
53,0.677500,85,1
54,0.677500,91,1
55,0.672900,93,1
56,0.672900,70,1
57,0.671300,78,1
58,0.673100,124,1
59,0.701900,151,1
60,0.673100,124,1
61,0.672900,83,1
62,0.670300,100,1
63,0.668200,51,1
64,0.484800,47,1
65,0.672500,174,1
66,0.674700,212,1
67,0.671200,78,1
68,0.672900,72,1
69,0.671600,86,1
70,0.668200,78,1
71,0.673100,101,1
72,0.671300,75,1
73,0.674700,222,1
74,0.671300,78,1
75,0.672900,71,1
76,0.674700,134,1
77,0.670700,94,1
78,0.668600,50,1
79,0.672900,93,1
80,0.702500,90,1
81,0.484800,47,1
82,0.671200,78,1
83,0.671300,55,1
84,0.705200,108,1
85,0.672900,69,1
86,0.674700,194,1
87,0.699500,73,1
88,0.677900,97,1
89,0.672900,93,1
90,0.672900,70,1
91,0.701900,80,1
92,0.674700,228,1
93,0.671300,77,1
94,0.706300,180,1
95,0.701900,100,1
96,0.701900,91,1
97,0.674700,211,1
98,0.671200,56,1
99,0.677900,101,1
