index,fitness,size,has_meta
0,0.721500,562,1
1,0.709100,500,1
2,0.706300,748,1
3,0.706300,213,1
4,0.706300,345,1
5,0.706300,650,1
6,0.706300,356,1
7,0.706300,394,1
8,0.709100,418,1
9,0.706300,366,1
10,0.721500,558,1
11,0.706300,399,1
12,0.706300,202,1
13,0.706900,294,1
14,0.706300,372,1
15,0.709100,422,1
16,0.709100,409,1
17,0.706300,226,1
18,0.706300,217,1
19,0.709100,414,1
20,0.706300,216,1
21,0.706300,398,1
22,0.706300,348,1
23,0.709100,417,1
24,0.706300,372,1
25,0.706300,390,1
26,0.706300,600,1
27,0.709100,414,1
28,0.706300,244,1
29,0.706900,291,1
30,0.706300,398,1
31,0.716000,541,1
32,0.706300,349,1
33,0.706300,407,1
34,0.706300,363,1
35,0.721500,578,1
36,0.706300,348,1
37,0.706300,383,1
38,0.709100,485,1
39,0.721500,573,1
40,0.706300,347,1
41,0.706300,327,1
42,0.706300,358,1
43,0.706300,380,1
44,0.706300,748,1
45,0.714400,723,1
46,0.709100,485,1
47,0.709100,500,1
48,0.709100,502,1
49,0.706300,352,1
50,0.706300,209,1
51,0.709100,640,1
52,0.706300,260,1
53,0.709100,502,1
54,0.709100,411,1
55,0.706300,442,1
56,0.706300,201,1
57,0.716000,473,1
58,0.706300,461,1
59,0.706300,389,1
60,0.706300,327,1
61,0.706300,380,1
62,0.706300,347,1
63,0.706300,371,1
64,0.706300,257,1
65,0.709100,418,1
66,0.709100,645,1
67,0.706300,448,1
68,0.706300,604,1
69,0.721500,578,1
70,0.716000,487,1
71,0.721500,573,1
72,0.706300,394,1
73,0.706300,217,1
74,0.716000,497,1
75,0.706300,386,1
76,0.709100,694,1
77,0.706300,408,1
78,0.706300,398,1
79,0.706300,366,1
80,0.706300,353,1
81,0.709100,417,1
82,0.706300,381,1
83,0.706300,767,1
84,0.716000,478,1
85,0.709100,501,1
86,0.706300,439,1
87,0.706300,800,1
88,0.706300,558,1
89,0.716000,471,1
90,0.709100,641,1
91,0.709100,417,1
92,0.711600,579,1
93,0.716000,470,1
94,0.706300,217,1
95,0.721500,573,1
96,0.716000,551,1
97,0.706300,394,1
98,0.706300,371,1
99,0.706300,382,1
