index,fitness,size,has_meta
0,0.709400,111,1
1,0.702500,87,1
2,0.672900,72,1
3,0.674700,228,1
4,0.674700,103,1
5,0.699500,70,1
6,0.672900,93,1
7,0.674700,203,1
8,0.673500,76,1
9,0.674700,184,1
10,0.672500,170,1
11,0.670300,110,1
12,0.677500,85,1
13,0.677500,88,1
14,0.674700,227,1
15,0.707600,53,1
16,0.673500,178,1
17,0.673100,124,1
18,0.674700,81,1
19,0.702500,90,1
20,0.671300,55,1
21,0.671200,60,1
22,0.671200,60,1
23,0.674700,134,1
24,0.702500,87,1
25,0.672900,51,1
26,0.672900,93,1
27,0.677500,85,1
28,0.674700,83,1
29,0.674700,123,1
30,0.671300,77,1
31,0.672900,115,1
32,0.673100,101,1
33,0.671200,80,1
34,0.636600,63,1
35,0.699500,69,1
36,0.670300,112,1
37,0.671300,75,1
38,0.674700,184,1
39,0.699500,55,1
40,0.674700,228,1
41,0.672900,93,1
42,0.671300,75,1
43,0.671200,77,1
44,0.672900,67,1
45,0.707600,65,1
46,0.673100,101,1
47,0.673100,120,1
48,0.707600,65,1
49,0.709400,127,1
50,0.674700,190,1
51,0.672900,51,1
52,0.671200,50,1
53,0.671200,78,1
54,0.672500,171,1
55,0.702500,82,1
56,0.704700,106,1
57,0.674700,184,1
58,0.706300,184,1
59,0.668200,42,1
60,0.675600,83,1
61,0.673100,101,1
62,0.673100,101,1
63,0.677500,85,1
64,0.674700,195,1
65,0.699500,43,1
66,0.672900,96,1
67,0.671300,75,1
68,0.674700,228,1
69,0.701900,80,1
70,0.674700,103,1
71,0.674700,134,1
72,0.290200,29,1
73,0.677900,97,1
74,0.671200,80,1
75,0.702500,83,1
76,0.671200,78,1
77,0.674700,219,1
78,0.676200,65,1
79,0.671300,87,1
80,0.671200,77,1
81,0.638400,62,1
82,0.702300,85,1
83,0.674700,193,1
84,0.671300,82,1
85,0.668200,51,1
86,0.671200,60,1
87,0.674700,228,1
88,0.699500,55,1
89,0.671300,55,1
90,0.671300,75,1
91,0.674700,228,1
92,0.677900,77,1
93,0.675600,87,1
94,0.674700,81,1
95,0.705200,107,1
96,0.486700,31,1
97,0.671200,96,1
98,0.674700,212,1
99,0.668200,72,1
