index,fitness,size,has_meta
0,0.702500,87,1
1,0.590800,118,1
2,0.590800,181,1
3,0.671300,55,1
4,0.680300,192,1
5,0.590800,134,1
6,0.590800,183,1
7,0.670300,120,1
8,0.673500,111,1
9,0.590800,154,1
10,0.671300,55,1
11,0.590800,135,1
12,0.674700,201,1
13,0.590800,118,1
14,0.676200,36,1
15,0.590800,162,1
16,0.671200,49,1
17,0.671200,77,1
18,0.590800,161,1
19,0.674700,209,1
20,0.590800,106,1
21,0.590800,183,1
22,0.590800,118,1
23,0.670100,107,1
24,0.671300,52,1
25,0.590800,165,1
26,0.636600,57,1
27,0.672900,93,1
28,0.671200,49,1
29,0.677900,80,1
30,0.671300,85,1
31,0.670100,73,1
32,0.674700,197,1
33,0.680300,193,1
34,0.672900,93,1
35,0.670100,100,1
36,0.644100,88,1
37,0.677900,80,1
38,0.702500,87,1
39,0.590600,140,1
40,0.671200,77,1
41,0.676200,36,1
42,0.671600,59,1
43,0.590800,118,1
44,0.590800,175,1
45,0.674700,198,1
46,0.590800,135,1
47,0.671200,64,1
48,0.671200,64,1
49,0.590800,182,1
50,0.671300,82,1
51,0.680300,189,1
52,0.672900,93,1
53,0.671200,87,1
54,0.320200,26,1
55,0.671300,79,1
56,0.590800,161,1
57,0.674700,150,1
58,0.674700,118,1
59,0.590800,172,1
60,0.590600,57,1
61,0.671300,85,1
62,0.590800,133,1
63,0.590800,172,1
64,0.590800,135,1
65,0.590800,135,1
66,0.590600,213,1
67,0.671300,85,1
68,0.670100,107,1
69,0.680300,189,1
70,0.590800,218,1
71,0.674700,102,1
72,0.671200,77,1
73,0.590800,148,1
74,0.677900,81,1
75,0.590800,143,1
76,0.671300,85,1
77,0.590800,150,1
78,0.590800,154,1
79,0.590600,236,1
80,0.670300,117,1
81,0.674700,134,1
82,0.636600,58,1
83,0.590800,159,1
84,0.644100,80,1
85,0.590800,143,1
86,0.590800,118,1
87,0.320200,64,1
88,0.674700,197,1
89,0.680300,189,1
90,0.590600,232,1
91,0.670300,120,1
92,0.590800,159,1
93,0.671200,42,1
94,0.671200,64,1
95,0.590800,142,1
96,0.671300,82,1
97,0.671300,82,1
98,0.674700,102,1
99,0.590600,140,1
