index,fitness,size,has_meta
0,0.716000,339,1
1,0.711600,283,1
2,0.706300,218,1
3,0.706300,303,1
4,0.709100,437,1
5,0.716000,339,1
6,0.716000,307,1
7,0.706300,209,1
8,0.704100,91,1
9,0.706300,169,1
10,0.716000,334,1
11,0.706300,188,1
12,0.706300,133,1
13,0.706300,384,1
14,0.709100,433,1
15,0.706300,178,1
16,0.706300,209,1
17,0.706300,123,1
18,0.706300,373,1
19,0.706300,173,1
20,0.716000,344,1
21,0.709400,190,1
22,0.709400,190,1
23,0.706300,123,1
24,0.706300,188,1
25,0.716000,344,1
26,0.706300,295,1
27,0.706300,232,1
28,0.706300,373,1
29,0.711600,274,1
30,0.716000,339,1
31,0.706300,169,1
32,0.716000,340,1
33,0.716000,339,1
34,0.706300,380,1
35,0.706300,365,1
36,0.706300,288,1
37,0.706300,198,1
38,0.706300,172,1
39,0.706300,173,1
40,0.706300,173,1
41,0.706300,133,1
42,0.706300,305,1
43,0.706300,256,1
44,0.706300,257,1
45,0.706300,166,1
46,0.706300,166,1
47,0.711600,447,1
48,0.711600,412,1
49,0.706300,302,1
50,0.706300,374,1
51,0.706300,180,1
52,0.706300,257,1
53,0.709100,438,1
54,0.706300,169,1
55,0.706300,133,1
56,0.706300,216,1
57,0.716000,344,1
58,0.716000,339,1
59,0.706300,299,1
60,0.706300,207,1
61,0.706300,295,1
62,0.706300,380,1
63,0.716000,296,1
64,0.716000,350,1
65,0.706300,232,1
66,0.711600,475,1
67,0.716000,307,1
68,0.706300,415,1
69,0.706300,167,1
70,0.706300,169,1
71,0.706300,347,1
72,0.706300,380,1
73,0.706300,351,1
74,0.709100,433,1
75,0.706300,358,1
76,0.706300,168,1
77,0.706300,163,1
78,0.706300,291,1
79,0.706300,167,1
80,0.706300,347,1
81,0.706300,288,1
82,0.709400,161,1
83,0.706300,129,1
84,0.706300,232,1
85,0.706300,174,1
86,0.706300,304,1
87,0.706300,189,1
88,0.706300,237,1
89,0.706300,189,1
90,0.706300,176,1
91,0.706300,216,1
92,0.706300,365,1
93,0.706300,297,1
94,0.716000,428,1
95,0.711600,412,1
96,0.709400,201,1
97,0.706300,216,1
98,0.706300,295,1
99,0.706300,364,1
