index,fitness,size,has_meta
0,0.709400,111,1
1,0.673100,120,1
2,0.674700,190,1
3,0.674700,184,1
4,0.702500,87,1
5,0.671200,77,1
6,0.672900,96,1
7,0.672900,96,1
8,0.672900,96,1
9,0.674700,193,1
10,0.677900,81,1
11,0.674700,103,1
12,0.644100,80,1
13,0.680300,188,1
14,0.671200,78,1
15,0.699500,42,1
16,0.636600,59,1
17,0.674700,228,1
18,0.638800,187,1
19,0.670300,109,1
20,0.674700,103,1
21,0.671200,50,1
22,0.668200,38,1
23,0.704700,96,1
24,0.699500,55,1
25,0.699500,45,1
26,0.709400,112,1
27,0.680300,201,1
28,0.677500,88,1
29,0.672900,93,1
30,0.677900,77,1
31,0.674700,118,1
32,0.671300,55,1
33,0.638400,62,1
34,0.672900,96,1
35,0.644100,80,1
36,0.636600,59,1
37,0.677900,81,1
38,0.699500,56,1
39,0.706300,184,1
40,0.674700,228,1
41,0.702500,87,1
42,0.668200,50,1
43,0.699500,55,1
44,0.672900,93,1
45,0.670700,72,1
46,0.672900,51,1
47,0.702500,87,1
48,0.638400,62,1
49,0.680300,188,1
50,0.671200,60,1
51,0.680300,178,1
52,0.680300,184,1
53,0.674700,130,1
54,0.701900,75,1
55,0.636600,67,1
56,0.677500,88,1
57,0.674700,134,1
58,0.673100,101,1
59,0.668200,49,1
60,0.699500,56,1
61,0.670300,107,1
62,0.677900,81,1
63,0.673500,178,1
64,0.706300,189,1
65,0.671200,60,1
66,0.674700,134,1
67,0.671300,87,1
68,0.671200,80,1
69,0.673500,178,1
70,0.674700,134,1
71,0.672900,96,1
72,0.671300,55,1
73,0.704700,96,1
74,0.701900,83,1
75,0.701900,83,1
76,0.706300,184,1
77,0.671300,75,1
78,0.699500,43,1
79,0.674700,134,1
80,0.673100,101,1
81,0.670300,109,1
82,0.636600,53,1
83,0.671200,50,1
84,0.671300,82,1
85,0.672500,170,1
86,0.707600,53,1
87,0.675300,105,1
88,0.673100,117,1
89,0.707600,66,1
90,0.677500,88,1
91,0.638400,66,1
92,0.644100,80,1
93,0.674700,118,1
94,0.672900,72,1
95,0.672500,170,1
96,0.671200,77,1
97,0.674700,228,1
98,0.702500,82,1
99,0.706300,184,1
